female,age,college,nhhld,inc2019,pab2019,emp2020
0,18,1,3,18113.863,4266,0
1,43,0,3,12781.454,4266,0
0,35,0,3,32344.588,0,0
1,41,0,3,74805.07,0,1
0,23,1,3,32753.02,0,1
0,35,0,3,21865.625,0,1
0,48,0,3,11848.564,4266,1
0,29,0,3,31437.471,0,1
0,33,0,3,10619.354,4266,1
0,34,0,3,10325.044,4266,1
1,42,1,3,28561.182,0,1
0,53,1,3,15477.614,4266,0
0,42,0,3,10911.495,4266,0
1,51,0,3,11563.115,4266,0
1,19,0,3,35532.117,0,1
1,40,1,3,68768.242,0,0
0,39,1,3,15535.644,4266,1
1,34,1,3,20660.912,4266,1
0,27,1,3,52825.996,0,0
0,36,1,3,43010.598,0,1
1,33,0,3,54361.832,0,0
0,37,1,3,36711.984,0,1
0,30,1,3,13062.987,4266,0
1,36,0,3,27369.252,0,1
0,25,1,3,27962.691,0,0
0,35,1,3,25037.477,0,1
0,39,0,3,37053.699,0,0
0,40,1,3,20479.982,4266,1
1,48,1,3,43704.586,0,1
0,53,1,3,30106.867,0,1
0,33,0,3,53247.324,0,0
0,26,0,3,18471.215,4266,0
1,34,0,3,43745.703,0,0
1,39,0,3,17090.789,4266,1
1,35,1,3,45153.672,0,1
0,48,0,3,21607.07,0,1
0,30,0,3,42655.582,0,0
1,40,0,3,20840.619,4266,1
0,32,0,3,20000.775,4266,1
0,24,0,3,27968.826,0,1
0,28,1,3,30391.275,0,1
0,18,0,3,20002.016,4266,1
1,24,0,3,33398.379,0,0
1,54,1,3,37456.203,0,0
0,22,0,3,32743.244,0,1
0,24,1,3,17347.75,4266,0
0,30,0,3,36171.75,0,0
1,39,1,3,21773.482,0,0
1,43,1,3,10731.208,4266,1
0,44,0,3,46912.555,0,0
1,53,1,3,21967.518,0,1
1,36,1,3,11172.183,4266,0
1,25,0,3,9668.2197,4266,0
0,29,0,3,27566.607,0,1
0,32,0,3,14963.64,4266,0
1,35,0,3,28069.324,0,0
1,28,0,3,9414.8047,4266,0
0,44,1,3,53708.109,0,0
1,29,0,3,18859.775,4266,0
1,44,1,3,17111.91,4266,0
0,21,1,3,52007.156,0,1
1,32,1,3,32516.395,0,0
0,29,0,3,27457.355,0,0
0,44,0,3,17078.08,4266,1
1,36,0,3,14647.567,4266,1
0,32,1,3,37302.883,0,1
1,26,0,3,31415.232,0,0
1,43,0,3,18352.938,4266,0
0,43,0,3,11125.804,4266,0
0,38,1,3,16965.148,4266,1
0,20,0,3,27007.215,0,0
0,52,0,3,39042.117,0,0
0,24,0,3,18742.352,4266,1
0,37,0,3,9451.1758,4266,0
0,48,1,3,27473.281,0,0
0,50,0,3,25060.934,0,0
0,30,1,3,11580.596,4266,1
0,44,0,3,25499.443,0,1
0,39,1,3,25091.066,0,1
1,39,1,3,24033.385,0,0
0,51,1,3,34669.617,0,1
0,19,0,3,21079.346,4266,1
1,35,1,3,18494.623,4266,0
0,28,1,3,15678.44,4266,1
0,40,1,3,16895.301,4266,0
0,42,0,3,9349.8096,4266,1
0,35,0,3,47033.012,0,0
0,39,0,3,25907.795,0,1
0,49,0,3,7681.8979,4266,0
1,41,0,3,22210.043,0,1
1,43,0,3,8262.3203,4266,1
1,52,0,3,14031.617,4266,0
1,47,0,3,13096.167,4266,1
1,43,1,3,18343.35,4266,0
1,20,0,3,28778.025,0,1
0,52,1,3,12771.17,4266,0
1,20,0,3,25921.189,0,0
0,19,1,3,14769.533,4266,1
1,49,0,3,42529.988,0,0
1,41,1,3,37662.598,0,0
0,23,0,3,54324.828,0,1
0,38,1,3,18939.189,4266,0
0,36,1,3,14704.056,4266,1
1,39,0,3,27282.992,0,0
0,53,0,3,63747.121,0,1
1,22,0,3,7971.1528,4266,0
1,27,1,3,48861.281,0,1
1,20,1,3,72024.461,0,0
0,35,0,3,10091.388,4266,0
1,23,1,3,10161.867,4266,1
1,50,0,3,21537.76,0,0
0,21,1,3,29774.818,0,1
1,20,0,3,6763.7393,4266,1
1,33,0,3,38294.863,0,1
1,21,1,3,24461.402,0,1
1,51,0,3,12306.407,4266,0
1,20,0,3,19163.059,4266,1
1,22,0,3,27377.789,0,1
0,43,1,3,55528.734,0,1
0,36,0,3,14763.929,4266,0
0,24,0,3,17256.83,4266,0
1,52,0,3,38016.168,0,1
0,30,0,3,35327.73,0,1
0,40,1,3,44631.996,0,1
1,23,0,3,26162.141,0,0
0,34,0,3,17769.729,4266,1
0,40,1,3,27041.982,0,1
0,19,0,3,42239.441,0,0
1,53,1,3,34676.266,0,0
0,31,1,3,25138.898,0,0
0,19,1,3,39322.371,0,1
0,29,1,3,24490.252,0,1
1,35,1,3,18542.379,4266,0
1,22,0,3,25364.061,0,0
1,31,0,3,9893.7578,4266,0
0,23,1,3,9285.1387,4266,0
0,32,0,3,12575.666,4266,0
0,22,1,3,17265.324,4266,1
1,26,1,3,79462.922,0,0
0,25,1,3,33220.93,0,1
0,48,0,3,25862.102,0,0
1,47,0,3,22190.1,0,0
1,36,1,3,35017.527,0,0
0,22,0,3,34062.105,0,1
1,27,1,3,30796.563,0,1
0,18,1,3,19025.504,4266,0
0,30,0,3,64916.945,0,0
0,36,1,3,15732.766,4266,1
1,36,1,3,48058.223,0,1
1,35,1,3,11834.369,4266,0
1,36,1,3,26157.475,0,1
0,28,0,3,13277.319,4266,1
0,19,0,3,23203.496,0,0
0,20,0,3,24811.096,0,0
1,22,0,3,28134.77,0,0
1,32,0,3,35196.145,0,1
1,33,1,3,48976.652,0,0
0,22,1,3,41357.289,0,1
1,46,1,3,16734.27,4266,0
0,33,0,3,40010.039,0,0
0,39,0,3,8039.1436,4266,1
0,27,0,3,16156.532,4266,0
0,52,0,3,26703.443,0,0
1,36,1,3,37523.027,0,0
1,32,0,3,13714.761,4266,0
0,23,0,3,27617.104,0,0
0,38,1,3,29539.08,0,0
0,42,0,3,20720.959,4266,1
0,53,0,3,18911.592,4266,0
0,48,0,3,19366.549,4266,1
1,19,1,3,9962.3643,4266,0
1,25,0,3,50105.594,0,1
0,18,0,3,31508.727,0,0
0,24,1,3,24924.908,0,0
1,23,0,3,41079.023,0,0
0,22,1,3,26268.818,0,0
0,31,1,3,26894.535,0,0
0,48,0,3,75780.164,0,1
0,19,0,3,13246.775,4266,1
1,47,0,3,35586.82,0,0
0,33,0,3,32514.439,0,1
1,30,1,3,81303.664,0,1
0,32,1,3,16442.652,4266,1
1,23,1,3,12558.024,4266,1
0,47,0,3,27502.877,0,0
0,19,0,3,9708.958,4266,0
0,44,0,3,25450.586,0,0
0,25,0,3,32147.836,0,0
0,39,0,3,43397.445,0,0
0,29,0,3,17945.053,4266,0
1,20,1,3,36039.078,0,0
1,38,1,3,13106.188,4266,1
0,35,1,3,7757.2544,4266,0
1,41,1,3,18217.584,4266,0
1,32,1,3,13470.802,4266,1
1,49,0,3,39453.277,0,0
1,18,0,3,54933.75,0,0
0,19,0,3,28815.072,0,0
0,37,0,3,22248.35,0,0
0,48,1,3,22942.377,0,1
1,43,1,3,87181.523,0,1
0,49,1,3,16549.566,4266,1
0,28,0,3,18393.256,4266,0
0,34,0,3,50832.797,0,1
0,49,0,3,22691.248,0,1
0,54,1,3,96176.547,0,1
0,44,1,3,7993.7471,4266,0
0,32,1,3,19159.223,4266,0
0,27,0,3,40293.934,0,0
1,23,0,3,10293.729,4266,0
1,45,0,3,26105.838,0,0
1,38,1,3,31454.385,0,1
0,41,0,3,7200.7456,4266,1
1,48,1,3,35672.82,0,0
1,53,0,3,47301.602,0,0
0,34,0,3,23427.561,0,0
0,32,1,3,14717.13,4266,0
1,35,0,3,23670.6,0,0
0,30,0,3,18934.061,4266,1
0,37,0,3,43956.387,0,0
1,24,0,3,15934.303,4266,1
1,24,0,3,15032.496,4266,1
0,26,0,3,18027.541,4266,0
1,42,1,3,17956.643,4266,1
0,29,1,3,33725.07,0,0
1,22,1,3,17322.307,4266,0
1,22,0,3,36322.465,0,1
1,24,1,3,22583.736,0,1
0,34,1,3,23717.691,0,0
1,25,0,3,33180.844,0,1
0,31,1,3,11890.367,4266,1
1,47,1,3,26092.82,0,0
0,40,0,3,10126.924,4266,1
0,48,0,3,33586.703,0,1
1,39,0,3,8606.0908,4266,1
0,35,1,3,60263.34,0,0
1,49,1,3,68139.508,0,0
0,21,0,3,21648.363,0,0
0,35,0,3,25265.873,0,1
0,23,1,3,27143.473,0,1
1,40,1,3,18739.563,4266,1
0,31,0,3,20541.029,4266,0
0,26,0,3,43397.984,0,1
1,51,0,3,19009.162,4266,0
0,51,0,3,42602.125,0,0
0,24,1,3,4609.1758,4266,0
0,39,0,3,17127.91,4266,1
0,21,1,3,27072.662,0,1
0,36,0,3,14585.829,4266,1
0,49,1,3,23972.93,0,0
0,38,0,3,13442.735,4266,1
1,48,0,3,31428.598,0,1
0,47,1,3,8367.0117,4266,1
0,34,0,3,13575.16,4266,1
1,54,1,3,10691.696,4266,1
0,34,0,3,45880.313,0,0
1,42,1,3,8001.8091,4266,1
0,38,0,3,24325.914,0,1
1,34,0,3,14283.635,4266,1
0,48,0,3,20388.215,4266,1
0,25,0,3,19344.896,4266,0
0,49,1,3,32642.725,0,0
1,21,0,3,19508.971,4266,0
1,52,1,3,8318.5811,4266,0
0,52,1,3,22264.014,0,0
1,36,0,3,28478.172,0,0
1,36,1,3,46704.129,0,0
1,52,0,3,44368.918,0,1
0,47,1,3,16701.443,4266,1
1,40,0,3,29113.447,0,0
1,18,1,3,14242.732,4266,0
0,30,0,3,17278.107,4266,1
0,46,0,3,43014.863,0,0
1,39,0,3,20660.381,4266,1
1,27,1,3,18097.254,4266,1
0,33,0,3,30056.348,0,1
0,44,1,3,18529.066,4266,0
0,21,0,3,15125.797,4266,0
1,28,1,3,22454.023,0,0
1,39,1,3,23508.311,0,0
0,37,1,3,19816.268,4266,1
1,36,0,3,34454.48,0,1
0,23,0,3,30539.334,0,0
1,26,1,3,19067.1,4266,0
0,46,0,3,43170.414,0,1
1,42,0,3,12328.961,4266,0
0,21,1,3,45806.383,0,1
1,20,1,3,30988.857,0,0
0,29,1,3,17820.318,4266,1
1,39,1,3,29600.416,0,0
0,27,0,3,23691.039,0,1
1,18,1,3,39854.281,0,0
1,40,0,3,69589.477,0,0
0,32,0,3,12268.662,4266,0
1,47,0,3,60260.813,0,0
1,51,0,3,46202.512,0,1
0,21,1,3,17266.264,4266,1
0,49,0,3,70632.188,0,0
0,35,1,3,34581.582,0,1
1,48,1,3,13678.474,4266,1
1,44,0,3,21970.283,0,1
1,23,0,3,25616.316,0,1
0,44,1,3,15499.076,4266,0
1,46,0,3,49097.867,0,0
0,44,1,3,15998.85,4266,1
0,32,1,3,18087.711,4266,1
1,33,1,3,25784.699,0,0
0,48,1,3,17393.754,4266,1
0,47,1,3,24196,0,1
1,40,1,3,18162.678,4266,1
1,51,0,3,48089.629,0,0
0,20,1,3,19565.818,4266,1
0,47,0,3,21969.99,0,0
1,40,1,3,27717.58,0,0
0,33,0,3,19691.574,4266,0
0,34,0,3,12712.199,4266,0
0,52,1,3,21099.498,4266,1
1,37,1,3,27566.74,0,0
1,23,0,3,17092.078,4266,0
0,38,1,3,72612.477,0,0
1,28,0,3,83334.102,0,0
1,29,1,3,23328.504,0,0
0,45,1,3,31724.039,0,1
1,39,0,3,10123.524,4266,1
0,20,1,3,7073.3535,4266,1
1,23,1,3,20726.037,4266,0
0,42,1,3,12912.079,4266,0
1,21,0,3,54030.066,0,0
0,53,0,3,40347.961,0,0
1,21,1,3,27258.598,0,1
1,43,0,3,15478.028,4266,1
0,39,0,3,27596.016,0,0
1,34,1,3,63500.289,0,0
0,44,1,3,32368.256,0,0
0,41,0,3,16745.717,4266,0
1,48,1,3,24591.615,0,1
1,23,1,3,37503.207,0,1
1,25,0,3,20203.891,4266,1
0,52,0,3,23119.779,0,0
0,27,0,3,31511.01,0,1
1,36,1,3,29259.467,0,1
1,54,1,3,42318.309,0,0
1,45,1,3,27805.268,0,1
0,36,0,3,41296.16,0,1
1,54,1,3,12652.886,4266,0
1,38,0,3,24135.459,0,1
0,34,0,3,23444.301,0,1
0,44,0,3,37799.836,0,0
1,43,0,3,23861.324,0,0
0,30,0,3,26661.66,0,0
1,34,1,3,30559.846,0,0
1,29,0,3,22451.154,0,0
0,21,0,3,43769.363,0,1
0,25,1,3,43765.105,0,0
0,38,1,3,12934.448,4266,0
1,47,1,3,17767.254,4266,1
0,32,1,3,26847.23,0,1
1,30,1,3,18779.262,4266,1
1,46,0,3,49489.98,0,0
0,23,0,3,7347.4541,4266,1
1,43,1,3,30339.873,0,1
0,18,0,3,16084.368,4266,0
0,27,0,3,34764.973,0,0
0,18,1,3,44828.18,0,0
0,41,1,3,21849.781,0,0
0,19,0,3,12390.442,4266,1
1,46,1,3,18786.57,4266,1
1,46,0,3,21392.988,0,0
0,23,0,3,27738.947,0,1
1,46,1,3,18438.199,4266,0
0,37,0,3,19336.357,4266,1
0,24,1,3,22856.268,0,1
0,24,1,3,15113.41,4266,1
1,33,1,3,33856.293,0,0
0,30,0,3,21419.365,0,0
1,18,0,3,27897.434,0,1
0,27,1,3,25545.641,0,1
0,19,0,3,10170.642,4266,1
0,37,0,3,28119.4,0,0
0,30,0,3,23773.219,0,1
0,48,0,3,31338.957,0,0
1,46,0,3,72374.172,0,1
0,20,0,3,31416.521,0,0
0,30,0,3,14591.074,4266,1
1,54,0,3,12220.994,4266,1
0,50,1,3,9709.2637,4266,0
1,45,0,3,21020.045,4266,0
0,23,0,3,35047.395,0,0
0,38,0,3,25647.703,0,1
1,24,0,3,28872.674,0,1
0,52,1,3,19934.107,4266,1
1,34,1,3,42079.262,0,1
1,28,0,3,16749.07,4266,0
0,23,1,3,31534.398,0,0
1,42,1,3,26319.146,0,1
0,26,0,3,10190.866,4266,1
0,38,0,3,51951.188,0,0
1,43,0,3,28496.592,0,1
1,43,0,3,22283.982,0,0
0,41,1,3,41529.332,0,1
0,50,1,3,6037.4619,4266,0
1,42,0,3,116108.8,0,0
0,42,1,3,31502.928,0,1
0,38,0,3,18731.094,4266,0
1,24,1,3,35805.305,0,1
1,27,1,3,18692.461,4266,0
0,29,0,3,35030.418,0,0
0,30,1,3,26850.814,0,1
0,25,0,3,10067.798,4266,1
1,38,1,3,30504.23,0,1
1,36,0,3,40906.891,0,1
1,25,0,3,13672.201,4266,0
1,51,0,3,28731.051,0,1
0,31,0,3,15614.963,4266,0
1,19,1,3,21607.049,0,0
1,26,0,3,47263.496,0,0
1,35,0,3,14783.075,4266,0
1,33,0,3,47504.805,0,0
1,47,0,3,35201.145,0,0
1,28,0,3,23310.424,0,0
0,18,0,3,17999.762,4266,0
1,22,0,3,61898.414,0,1
0,44,0,3,14152.489,4266,1
1,53,1,3,8565.6748,4266,0
0,41,0,3,29633.604,0,1
0,25,0,3,20009.035,4266,1
1,19,1,3,42069.949,0,0
1,32,0,3,13505.378,4266,0
0,31,0,3,14727.169,4266,1
1,36,0,3,25786.125,0,0
1,46,0,3,11540.607,4266,1
1,30,0,3,14393.946,4266,0
1,50,1,3,12941.667,4266,1
0,34,0,3,54063.723,0,1
1,41,1,3,9584.3037,4266,0
0,52,0,3,17350.529,4266,1
1,41,0,3,31114.328,0,1
0,38,1,3,20689.482,4266,0
1,33,1,3,22844.5,0,1
0,43,0,3,8816.415,4266,0
0,52,0,3,59285.891,0,0
1,51,1,3,14910.192,4266,0
1,41,0,3,19187.637,4266,0
1,23,1,3,13813.076,4266,0
0,34,1,3,8728.7881,4266,1
0,53,0,3,13765.117,4266,0
0,53,0,3,23590.328,0,0
0,42,0,3,18063.561,4266,0
1,20,1,3,14884.478,4266,1
1,46,1,3,24834.436,0,0
0,29,0,3,23726.221,0,1
1,37,1,3,18809.57,4266,1
1,32,1,3,22058.018,0,0
1,50,1,3,13747.249,4266,1
1,35,0,3,17779.271,4266,0
1,53,1,3,24069.26,0,0
0,27,0,3,20827.367,4266,0
0,49,0,3,25429.527,0,0
0,29,0,3,20397.297,4266,1
0,18,0,3,44294.68,0,0
0,37,1,3,58547.598,0,0
0,53,0,3,35344.211,0,1
1,25,1,3,40216.922,0,1
1,27,0,3,15130.038,4266,1
0,49,1,3,29310.156,0,1
0,54,1,3,32869.547,0,0
1,25,0,3,17823.139,4266,0
1,21,1,3,23952.135,0,0
1,25,1,3,18828.002,4266,0
1,28,1,3,44219.004,0,1
0,46,1,3,27882.752,0,1
0,21,0,3,22433.99,0,1
0,27,1,3,11146.066,4266,0
0,45,0,3,20087.617,4266,0
0,36,0,3,9471.9922,4266,1
1,37,1,3,17071.568,4266,0
1,34,0,3,25658.908,0,0
0,24,0,3,24892.529,0,0
0,44,0,3,28756.627,0,1
0,49,0,3,22576.846,0,0
0,19,0,3,19289.869,4266,0
1,23,0,3,17758.311,4266,0
1,38,0,3,32645.246,0,1
0,20,0,3,33256.527,0,0
0,32,1,3,38989.988,0,1
1,29,0,3,20703.457,4266,1
1,48,1,3,8930.665,4266,0
1,46,0,3,45398.363,0,0
1,20,0,3,57488.492,0,1
0,18,0,3,15750.735,4266,0
0,44,1,3,39261.066,0,1
0,22,0,3,12635.69,4266,0
0,49,0,3,18292.391,4266,1
1,50,1,3,38654.703,0,0
0,47,0,3,21714.053,0,0
0,26,1,3,41063.512,0,0
0,22,0,3,22071.422,0,0
0,21,1,3,23777.549,0,0
0,51,1,3,38957.836,0,0
0,54,0,3,28165.24,0,0
0,51,0,3,28526.012,0,0
0,25,0,3,20019.533,4266,0
0,28,0,3,20978.99,4266,0
0,46,0,3,20677.451,4266,1
1,37,1,3,47813.418,0,0
1,54,0,3,19198.766,4266,0
1,47,0,3,11245.276,4266,0
0,35,0,3,9110.2207,4266,1
1,35,1,3,12013.96,4266,1
1,41,1,3,27841.459,0,0
1,44,0,3,20776.521,4266,0
0,43,0,3,32795.527,0,1
0,26,1,3,32931.641,0,0
1,38,0,3,33133.258,0,0
1,38,0,3,14909.112,4266,0
1,41,0,3,41185.445,0,1
0,37,0,3,17624.047,4266,0
0,23,1,3,13050.971,4266,0
1,26,0,3,38897.992,0,1
1,36,0,3,24473.955,0,0
0,46,0,3,49179.078,0,1
1,24,1,3,22267.412,0,1
1,40,1,3,21544.846,0,0
1,40,0,3,29856.17,0,0
0,25,0,3,40825.828,0,1
0,35,0,3,46927.992,0,0
0,38,0,3,23764.717,0,1
1,26,1,3,22495.283,0,0
0,22,1,3,14275.423,4266,0
1,27,1,3,52527.844,0,1
0,42,0,3,23573.213,0,0
0,38,0,3,69806.102,0,1
1,33,0,3,55267.43,0,0
1,36,1,3,29324.863,0,0
0,43,0,3,11715.563,4266,1
0,40,0,3,20316.283,4266,1
1,43,1,3,20866.912,4266,0
0,34,0,3,18060.666,4266,1
0,37,0,3,27906.375,0,0
0,28,0,3,35270.707,0,0
0,50,0,3,33394.781,0,0
0,21,1,3,28892.615,0,0
0,40,1,3,26728.463,0,0
0,37,1,3,25932.688,0,0
0,41,0,3,15611.076,4266,1
1,44,1,3,22124.234,0,1
1,52,0,3,33363.043,0,0
0,25,0,3,16387.125,4266,1
0,50,0,3,23331.441,0,0
0,45,1,3,28003.123,0,1
0,53,0,3,22547.904,0,1
0,51,0,3,56825.125,0,1
0,24,0,3,17502.494,4266,0
1,32,1,3,9676.1895,4266,0
1,28,0,3,30388.465,0,1
0,18,0,3,31576.801,0,0
0,20,1,3,34716.598,0,0
1,25,0,3,20591.494,4266,0
0,50,0,3,20394.166,4266,0
1,43,1,3,48376.844,0,1
1,35,1,3,32373.072,0,1
1,29,0,3,14358.149,4266,1
1,22,1,3,15592.508,4266,0
1,33,0,3,46204.184,0,0
0,31,1,3,20973.83,4266,1
1,51,0,3,25068.393,0,1
0,45,0,3,27075.193,0,0
0,42,0,3,33714.555,0,0
1,41,0,3,22861.979,0,0
0,31,0,3,18253.043,4266,0
1,26,1,3,16911.922,4266,0
0,19,0,3,16922.828,4266,1
0,39,0,3,14777.015,4266,1
1,30,0,3,32163.383,0,0
1,53,1,3,8506.3701,4266,0
0,49,1,3,35122.379,0,1
0,28,0,3,33123.305,0,0
1,37,1,3,45087.66,0,0
1,45,1,3,14167.56,4266,1
0,21,0,3,69387.031,0,0
1,46,0,3,12525.646,4266,1
0,24,1,3,31519.998,0,0
0,52,0,3,20880.17,4266,1
0,30,1,3,15457.716,4266,1
1,24,0,3,13404.931,4266,1
0,21,0,3,29500.934,0,0
1,45,0,3,36894.145,0,0
1,35,0,3,22765.682,0,0
0,38,0,3,34384.531,0,1
1,47,0,3,20594.127,4266,1
1,46,0,3,21987.01,0,0
0,22,1,3,15469.764,4266,1
1,27,0,3,27189.174,0,0
1,29,0,3,13194.678,4266,0
0,28,1,3,16325.667,4266,0
1,29,0,3,47813.281,0,0
1,40,0,3,40313.574,0,1
1,40,1,3,13269.459,4266,0
1,25,1,3,21221.527,4266,0
1,48,0,3,29350.352,0,1
0,53,0,3,19709.217,4266,0
0,19,0,3,29983.314,0,1
0,43,1,3,37596.172,0,1
1,37,0,3,14664.55,4266,1
1,45,0,3,39772.535,0,0
1,26,1,3,27059.473,0,0
0,33,0,3,42376.344,0,1
0,20,1,3,18181.916,4266,0
1,51,0,3,29497.615,0,0
0,39,1,3,10864.406,4266,0
1,33,0,3,18356.07,4266,0
0,27,0,3,16461.777,4266,1
0,31,0,3,31381.785,0,1
0,33,0,3,23689.887,0,1
0,36,1,3,13687.282,4266,1
0,46,0,3,17541.229,4266,0
0,49,0,3,25876.633,0,0
0,52,0,3,21024.096,4266,0
0,52,0,3,37450.238,0,1
1,39,0,3,49507.305,0,1
0,45,1,3,14288.785,4266,1
0,31,1,3,34886.629,0,1
1,21,1,3,36365.688,0,0
0,48,1,3,49648.059,0,0
0,36,0,3,15201.109,4266,1
0,27,0,3,27753.422,0,0
0,42,0,3,15529.066,4266,0
0,51,0,3,7364.0303,4266,1
1,48,1,3,22245.357,0,0
1,37,0,3,66290.117,0,1
1,31,0,3,19164.283,4266,1
0,41,1,3,33355.504,0,0
0,50,1,3,14663.599,4266,0
0,23,1,3,32707.26,0,1
1,27,0,3,25994.416,0,1
1,19,1,3,21870.65,0,1
0,41,0,3,19359.902,4266,1
0,37,0,3,55392.277,0,1
0,28,1,3,41293.047,0,1
1,30,1,3,28389.689,0,1
0,37,1,3,35420.098,0,0
0,42,1,3,23595.301,0,0
1,50,0,3,29125.084,0,1
0,24,0,3,27275.475,0,0
0,45,0,3,19548.379,4266,1
0,51,0,3,41040.492,0,0
0,43,0,3,52877.508,0,0
0,24,1,3,9865.417,4266,1
0,43,0,3,18892.43,4266,1
0,33,1,3,6827.4189,4266,0
1,27,0,3,23608.648,0,0
0,21,0,3,61132.078,0,0
1,26,0,3,20195.357,4266,0
0,32,0,3,43591.695,0,0
1,29,0,3,24388.354,0,1
1,36,0,3,20346.783,4266,1
1,52,0,3,13278.535,4266,0
0,33,0,3,21521.313,0,0
0,39,1,3,17437.75,4266,1
0,22,0,3,40962.68,0,0
0,29,0,3,42907.07,0,1
0,28,1,3,17002.498,4266,0
0,41,0,3,17228.975,4266,1
0,30,0,3,29734.836,0,1
1,32,1,3,22268.154,0,0
1,46,1,3,34785.73,0,0
1,32,1,3,19691.762,4266,1
0,54,1,3,32795.027,0,1
0,38,1,3,17576.93,4266,1
1,29,1,3,17534.404,4266,1
0,44,0,3,41499.48,0,0
0,49,0,3,18603.344,4266,1
0,19,0,3,7167.6265,4266,0
1,48,0,3,23814.426,0,1
0,43,1,3,13489.867,4266,1
0,44,0,3,10497.196,4266,0
1,54,1,3,31196.66,0,0
0,31,0,3,38015.914,0,0
0,39,1,3,53992.309,0,1
0,19,0,3,25061.316,0,0
1,26,0,3,37545.684,0,1
0,49,0,3,41456.484,0,1
0,31,1,3,15049.996,4266,0
1,26,0,3,9424.8213,4266,0
1,38,0,3,13197.258,4266,0
0,20,1,3,30273.658,0,0
0,24,1,3,7690.1294,4266,0
0,24,1,3,16683.104,4266,0
0,36,1,3,48128.258,0,1
0,31,0,3,35010.582,0,0
0,42,0,3,22992.271,0,0
0,43,0,3,30048.209,0,0
0,41,1,3,49918.867,0,1
1,44,1,3,20329.463,4266,0
1,21,1,3,50848.215,0,1
1,51,0,3,17131.324,4266,0
1,49,0,3,92170.953,0,0
1,25,0,3,13603.49,4266,1
0,27,0,3,29038.191,0,0
1,38,0,3,23207.656,0,0
1,47,0,3,22025.92,0,0
0,50,0,3,18209.42,4266,0
1,52,1,3,41192.949,0,1
1,36,1,3,34741.836,0,1
1,24,0,3,27401.219,0,1
0,52,1,3,23375.07,0,0
1,27,1,3,63118.109,0,0
0,40,1,3,17921.826,4266,1
0,36,0,3,30447.322,0,1
1,25,1,3,13371.76,4266,0
1,25,1,3,31813.143,0,0
0,54,0,3,20096.719,4266,1
0,33,1,3,24079.844,0,1
0,29,0,3,15783.997,4266,0
0,47,0,3,14868.021,4266,0
0,52,0,3,36105.164,0,0
1,51,0,3,9511.876,4266,0
1,22,1,3,41220.848,0,1
0,49,0,3,37641.125,0,0
1,25,1,3,25476.279,0,0
1,26,1,3,53672.371,0,0
0,27,0,3,17558.617,4266,0
1,21,0,3,33212.695,0,0
1,49,0,3,12399.935,4266,1
1,28,0,3,28585.406,0,1
0,47,1,3,27979.818,0,0
1,34,0,3,14782.385,4266,1
0,40,1,3,46031.383,0,0
0,51,0,3,24530.061,0,1
1,52,0,3,12185.511,4266,0
0,41,1,3,19041.295,4266,1
0,51,1,3,19022.057,4266,0
1,38,0,3,58302.715,0,1
0,19,1,3,33749.074,0,1
0,42,1,3,54246.191,0,1
0,33,1,3,47693.371,0,0
0,48,1,3,18990.229,4266,1
0,20,1,3,5642.5215,4266,1
0,24,0,3,67733.734,0,1
0,29,0,3,19340.471,4266,0
0,22,0,3,16118.795,4266,0
0,26,0,3,25826.512,0,1
1,49,0,3,25444.713,0,1
1,46,1,3,17613.965,4266,1
1,51,0,3,13948.497,4266,1
1,41,1,3,25216.742,0,0
0,18,1,3,19373.717,4266,1
1,42,0,3,41855.211,0,1
1,40,0,3,27886.713,0,0
0,31,1,3,16651.426,4266,1
0,19,1,3,19449.303,4266,1
0,50,0,3,37781.348,0,0
1,53,1,3,14059.586,4266,1
1,22,0,3,38363.84,0,1
0,19,0,3,46490.867,0,0
1,38,0,3,10350.371,4266,1
1,43,1,3,46830.574,0,0
0,49,1,3,33477.207,0,0
1,39,0,3,23110.279,0,1
1,33,0,3,27127.867,0,0
1,29,0,3,10282.123,4266,0
0,31,0,3,19820.615,4266,1
1,19,0,3,11041.98,4266,1
0,27,1,3,17047.814,4266,0
0,40,0,3,23394.227,0,0
1,27,1,3,22151.934,0,0
0,38,1,3,16128.637,4266,0
0,52,1,3,26397.727,0,1
1,38,0,3,12461.961,4266,1
1,35,0,3,34235.883,0,0
0,41,0,3,23382.182,0,0
0,53,0,3,11512.906,4266,1
0,53,1,3,36885.137,0,1
0,39,0,3,6645.1367,4266,1
0,34,0,3,23172.139,0,0
0,42,1,3,22313.242,0,0
0,46,0,3,22574.477,0,1
1,33,0,3,18243.211,4266,0
1,42,1,3,111839.68,0,1
1,40,0,3,22079.527,0,0
1,24,0,3,23684.396,0,0
0,19,1,3,17630.67,4266,1
0,42,0,3,11455.331,4266,1
1,44,0,3,12062.246,4266,0
0,38,0,3,40778.785,0,0
1,39,1,3,38771.145,0,1
0,30,1,3,18989.957,4266,1
0,37,1,3,11961.246,4266,1
0,44,0,3,9887.6172,4266,0
0,38,0,3,16558.453,4266,0
0,24,0,3,54401.871,0,0
1,30,0,3,26340.238,0,0
0,27,0,3,33523.789,0,0
0,40,1,3,17791.959,4266,1
1,18,0,3,16004.832,4266,1
1,54,0,3,30746.732,0,0
0,45,0,3,15337.773,4266,0
1,37,1,3,13260.009,4266,0
0,42,0,3,27678.645,0,0
1,46,0,3,34131.234,0,1
